session_id,timestamp,email,password,mouse_movements,time_to_submit,honeypot_filled,honeypot_total_length,keystrokes,focus_events,paste_events,email_length,password_length,cookies_enabled,is_attack,attack_type
session_002620,2026-01-18T22:59:33.965063,user2620@gmail.com,***,8,18.75,0,0,28,5,0,18,8,1,0,legitimate
session_002621,2026-01-10T22:59:33.965063,user2621@outlook.com,***,5,5.68,0,0,39,5,1,20,15,1,0,legitimate
session_002622,2026-01-23T22:59:33.965063,../../../etc/passwd,test,0,0.92,0,0,19,1,1,19,4,1,1,path_traversal
session_002623,2026-02-06T22:59:33.965063,user2623@company.com,***,23,9.07,0,0,41,8,0,20,13,1,0,legitimate
session_002624,2026-01-13T22:59:33.965063,admin' OR '1'='1'--,test,0,1.48,0,0,19,1,0,19,4,1,1,sql_injection
session_002625,2026-01-14T22:59:33.965063,user2625@yahoo.com,***,15,4.74,0,0,37,7,0,18,14,1,0,legitimate
session_002626,2026-01-25T22:59:33.965063,user2626@outlook.com,***,9,16.91,0,0,32,2,1,20,9,1,0,legitimate
session_002627,2026-01-29T22:59:33.965063,user2627@company.com,***,37,7.99,0,0,37,5,1,20,14,1,0,legitimate
session_002628,2026-01-11T22:59:33.965063,test@test.com| cat /etc/passwd,| nc -e /bin/sh,0,0.16,0,0,12,2,1,30,15,1,1,command_injection
session_002629,2026-01-11T22:59:33.965063,user2629@outlook.com,***,30,15.63,0,0,37,5,0,20,16,1,0,legitimate
session_002630,2026-02-02T22:59:33.965063,user2630@gmail.com,***,25,13.57,0,0,32,5,0,18,13,1,0,legitimate
session_002631,2026-01-24T22:59:33.965063,user2631@outlook.com,***,49,11.07,0,0,41,4,0,20,16,1,0,legitimate
session_002632,2026-01-29T22:59:33.965063,user2632@outlook.com,***,14,9.7,0,0,34,10,0,20,8,1,0,legitimate
session_002633,2026-01-17T22:59:33.965063,user2633@outlook.com,***,21,6.1,0,0,40,9,1,20,10,1,0,legitimate
session_002634,2026-01-27T22:59:33.965063,user2634@outlook.com,***,38,16.52,0,0,34,5,0,20,12,1,0,legitimate
session_002635,2026-01-30T22:59:33.965063,user2635@yahoo.com,***,6,16.99,0,0,37,5,0,18,16,1,0,legitimate
session_002636,2026-02-02T22:59:33.965063,user2636@yahoo.com,***,40,5.72,0,0,36,8,1,18,9,1,0,legitimate
session_002637,2026-02-05T22:59:33.965063,user2637@outlook.com,***,13,2.25,0,0,34,5,0,20,13,1,0,legitimate
session_002638,2026-01-16T22:59:33.965063,user2638@outlook.com,***,30,7.41,0,0,36,9,0,20,11,1,0,legitimate
session_002639,2026-01-25T22:59:33.965063,user2639@yahoo.com,***,12,8.88,0,0,36,2,0,18,13,1,0,legitimate
session_002640,2026-02-07T22:59:33.965063,user2640@outlook.com,***,17,12.18,0,0,32,9,1,20,8,1,0,legitimate
session_002641,2026-01-17T22:59:33.965063,user2641@gmail.com,***,16,16.09,0,0,29,4,1,18,8,1,0,legitimate
session_002642,2026-01-19T22:59:33.965063,test@test.com&& whoami,| cat /etc/passwd,1,0.35,0,0,18,0,1,22,17,1,1,command_injection
session_002643,2026-01-23T22:59:33.965063,user2643@company.com,***,12,15.68,0,0,32,10,0,20,8,1,0,legitimate
session_002644,2026-01-16T22:59:33.965063,user2644@company.com,***,10,17.07,0,0,38,4,1,20,9,1,0,legitimate
session_002645,2026-02-02T22:59:33.965063,user2645@outlook.com,***,11,4.31,0,0,40,6,1,20,13,1,0,legitimate
session_002646,2026-01-15T22:59:33.965063,user2646@yahoo.com,***,21,5.78,0,0,42,6,1,18,15,1,0,legitimate
session_002647,2026-02-08T22:59:33.965063,....//....//....//etc/passwd,test,0,0.83,0,0,28,1,1,28,4,1,1,path_traversal
session_002648,2026-01-24T22:59:33.965063,user2648@company.com,***,40,15.85,0,0,28,4,0,20,8,1,0,legitimate
session_002649,2026-01-27T22:59:33.965063,"'""><script>alert(String.fromCharCode(88,83,83))</script>",test,2,0.48,0,0,56,0,1,56,4,1,1,xss
session_002650,2026-01-14T22:59:33.965063,user2650@outlook.com,***,15,6.36,0,0,33,7,0,20,10,1,0,legitimate
session_002651,2026-01-13T22:59:33.965063,test@test.com&& whoami,&& whoami,0,0.46,0,0,11,2,1,22,9,1,1,command_injection
session_002652,2026-02-08T22:59:33.965063,user2652@gmail.com,***,20,17.44,0,0,34,7,0,18,11,1,0,legitimate
session_002653,2026-01-20T22:59:33.965063,user2653@outlook.com,***,17,3.23,0,0,38,6,0,20,10,1,0,legitimate
session_002654,2026-02-04T22:59:33.965063,....//....//....//etc/passwd,test,1,0.87,0,0,28,1,1,28,4,1,1,path_traversal
session_002655,2026-01-24T22:59:33.965063,user2655@yahoo.com,***,42,11.09,0,0,42,8,0,18,16,1,0,legitimate
session_002656,2026-01-31T22:59:33.965063,user2656@outlook.com,***,17,19.69,0,0,31,3,0,20,8,1,0,legitimate
session_002657,2026-02-06T22:59:33.965063,user2657@gmail.com,***,34,16.84,0,0,37,10,0,18,10,1,0,legitimate
session_002658,2026-01-30T22:59:33.965063,user2658@yahoo.com,***,38,8.16,0,0,38,10,1,18,15,1,0,legitimate
session_002659,2026-02-08T22:59:33.965063,user2659@company.com,***,14,14.03,0,0,42,3,0,20,12,1,0,legitimate
session_002660,2026-01-20T22:59:33.965063,user2660@outlook.com,***,19,9.98,0,0,46,10,0,20,16,1,0,legitimate
session_002661,2026-01-14T22:59:33.965063,user2661@outlook.com,***,24,11.51,0,0,34,8,0,20,10,1,0,legitimate
session_002662,2026-01-11T22:59:33.965063,user2662@outlook.com,***,28,12.96,0,0,36,4,0,20,14,1,0,legitimate
session_002663,2026-01-09T22:59:33.965063,user2663@yahoo.com,***,13,19.45,0,0,36,6,0,18,12,1,0,legitimate
session_002664,2026-01-09T22:59:33.965063,user2664@company.com,***,45,9.24,0,0,41,9,1,20,16,1,0,legitimate
session_002665,2026-02-02T22:59:33.965063,user2665@gmail.com,***,16,7.03,0,0,29,2,0,18,9,1,0,legitimate
session_002666,2026-02-07T22:59:33.965063,user2666@gmail.com,***,48,7.58,0,0,35,2,0,18,12,1,0,legitimate
session_002667,2026-01-17T22:59:33.965063,test@test.com`cat /etc/shadow`,; rm -rf /,1,0.42,0,0,13,2,1,30,10,1,1,command_injection
session_002668,2026-01-18T22:59:33.965063,user2668@company.com,***,27,19.07,0,0,41,7,0,20,13,1,0,legitimate
session_002669,2026-01-24T22:59:33.965063,user2669@gmail.com,***,9,12.1,0,0,39,6,0,18,14,1,0,legitimate
session_002670,2026-01-29T22:59:33.965063,user2670@yahoo.com,***,48,16.24,0,0,28,2,0,18,10,1,0,legitimate
session_002671,2026-02-04T22:59:33.965063,test@test.com| cat /etc/passwd,; rm -rf /,2,0.11,0,0,19,2,1,30,10,1,1,command_injection
session_002672,2026-01-12T22:59:33.965063,user2672@company.com,***,18,19.93,0,0,35,5,0,20,8,1,0,legitimate
session_002673,2026-02-05T22:59:33.965063,' OR 1=1--,test,1,0.19,1,10,20,2,0,10,4,1,1,sql_injection
session_002674,2026-02-01T22:59:33.965063,user2674@yahoo.com,***,36,19.84,0,0,29,2,0,18,11,1,0,legitimate
session_002675,2026-02-04T22:59:33.965063,<script>alert('XSS')</script>,pass,1,0.37,0,0,29,0,1,29,4,1,1,xss
session_002676,2026-02-01T22:59:33.965063,user2676@yahoo.com,***,29,2.52,0,0,38,10,0,18,13,1,0,legitimate
session_002677,2026-01-14T22:59:33.965063,user2677@company.com,***,28,9.24,0,0,38,7,0,20,8,1,0,legitimate
session_002678,2026-01-25T22:59:33.965063,user2678@gmail.com,***,40,3.4,0,0,41,3,0,18,13,1,0,legitimate
session_002679,2026-01-20T22:59:33.965063,../../../etc/passwd,test,1,1.17,0,0,19,1,1,19,4,1,1,path_traversal
session_002680,2026-02-08T22:59:33.965063,user2680@company.com,***,18,4.6,0,0,34,2,0,20,10,1,0,legitimate
session_002681,2026-01-17T22:59:33.965063,<body onload=alert('XSS')>,,1,0.82,0,0,26,0,1,26,0,1,1,xss
session_002682,2026-01-19T22:59:33.965063,test@test.com| nc -e /bin/sh,`cat /etc/shadow`,0,0.59,0,0,15,2,1,28,17,1,1,command_injection
session_002683,2026-01-09T22:59:33.965063,user2683@outlook.com,***,27,3.58,0,0,35,10,0,20,11,1,0,legitimate
session_002684,2026-02-05T22:59:33.965063,user2684@gmail.com,***,18,15.65,0,0,31,6,0,18,13,1,0,legitimate
session_002685,2026-02-05T22:59:33.965063,user2685@gmail.com,***,20,3.27,0,0,36,5,1,18,13,1,0,legitimate
session_002686,2026-01-13T22:59:33.965063,user2686@yahoo.com,***,43,14.45,0,0,39,2,1,18,16,1,0,legitimate
session_002687,2026-01-26T22:59:33.965063,user2687@outlook.com,***,9,11.97,0,0,42,2,0,20,15,1,0,legitimate
session_002688,2026-02-02T22:59:33.965063,user2688@company.com,***,25,19.18,0,0,45,2,0,20,16,1,0,legitimate
session_002689,2026-01-11T22:59:33.965063,user2689@yahoo.com,***,20,18.32,0,0,41,10,0,18,16,1,0,legitimate
session_002690,2026-02-03T22:59:33.965063,user2690@outlook.com,***,20,11.93,0,0,38,2,1,20,8,1,0,legitimate
session_002691,2026-01-17T22:59:33.965063,user2691@gmail.com,***,17,14.23,0,0,36,3,1,18,12,1,0,legitimate
session_002692,2026-01-26T22:59:33.965063,user2692@outlook.com,***,37,16.82,0,0,44,6,0,20,14,1,0,legitimate
session_002693,2026-01-10T22:59:33.966079,administrator,pass946,0,0.61,0,0,9,0,0,13,7,1,1,brute_force
session_002694,2026-01-28T22:59:33.966079,admin' OR '1'='1,123,2,0.69,1,16,11,1,0,16,3,1,1,sql_injection
session_002695,2026-01-17T22:59:33.966079,user2695@outlook.com,***,23,15.98,0,0,36,6,0,20,16,1,0,legitimate
session_002696,2026-01-24T22:59:33.966079,user2696@gmail.com,***,23,4.69,0,0,33,2,0,18,8,1,0,legitimate
session_002697,2026-02-01T22:59:33.966079,user2697@company.com,***,39,17.93,0,0,43,10,0,20,15,1,0,legitimate
session_002698,2026-01-24T22:59:33.966079,user2698@company.com,***,28,9.46,0,0,35,9,0,20,8,1,0,legitimate
session_002699,2026-02-08T22:59:33.966079,user2699@yahoo.com,***,19,17.04,0,0,35,6,0,18,14,1,0,legitimate
session_002700,2026-01-19T22:59:33.966079,user2700@yahoo.com,***,32,5.23,0,0,39,8,0,18,13,1,0,legitimate
session_002701,2026-01-24T22:59:33.966079,user2701@outlook.com,***,5,3.83,0,0,28,7,0,20,8,1,0,legitimate
session_002702,2026-01-25T22:59:33.966079,user2702@company.com,***,45,15.97,0,0,45,4,1,20,15,1,0,legitimate
session_002703,2026-01-25T22:59:33.966079,test@test.com&& whoami,| nc -e /bin/sh,2,0.11,0,0,25,2,1,22,15,1,1,command_injection
session_002704,2026-01-18T22:59:33.966079,user2704@company.com,***,27,16.2,0,0,33,4,0,20,9,1,0,legitimate
session_002705,2026-01-13T22:59:33.966079,user2705@yahoo.com,***,20,13.7,0,0,33,7,0,18,12,1,0,legitimate
session_002706,2026-02-04T22:59:33.966079,user2706@outlook.com,***,48,8.13,0,0,41,5,0,20,15,1,0,legitimate
session_002707,2026-02-08T22:59:33.966079,user2707@yahoo.com,***,45,15.86,0,0,40,9,0,18,12,1,0,legitimate
session_002708,2026-01-10T22:59:33.966079,user2708@outlook.com,***,16,16.91,0,0,29,5,0,20,8,1,0,legitimate
session_002709,2026-01-23T22:59:33.966079,user2709@yahoo.com,***,10,10.02,0,0,38,4,0,18,14,1,0,legitimate
session_002710,2026-01-21T22:59:33.966079,administrator,pass373,0,0.51,0,0,10,2,0,13,7,1,1,brute_force
session_002711,2026-02-04T22:59:33.966079,admin' UNION SELECT,test,0,0.82,0,0,9,0,0,19,4,1,1,sql_injection
session_002712,2026-02-07T22:59:33.966079,user2712@yahoo.com,***,22,9.01,0,0,41,8,0,18,16,1,0,legitimate
session_002713,2026-01-12T22:59:33.966079,user2713@gmail.com,***,45,15.8,0,0,30,8,0,18,10,1,0,legitimate
session_002714,2026-02-07T22:59:33.966079,user2714@gmail.com,***,11,9.17,0,0,38,6,0,18,15,1,0,legitimate
session_002715,2026-01-17T22:59:33.966079,..%2F..%2F..%2Fetc%2Fpasswd,test,2,0.82,0,0,27,1,1,27,4,1,1,path_traversal
session_002716,2026-02-04T22:59:33.966079,user2716@gmail.com,***,29,13.3,0,0,37,3,0,18,11,1,0,legitimate
session_002717,2026-01-16T22:59:33.966079,user2717@gmail.com,***,41,8.48,0,0,36,5,0,18,12,1,0,legitimate
session_002718,2026-01-25T22:59:33.966079,user2718@company.com,***,45,17.05,0,0,38,7,0,20,8,1,0,legitimate
session_002719,2026-02-02T22:59:33.966079,user2719@outlook.com,***,17,9.05,0,0,38,9,0,20,16,1,0,legitimate
session_002720,2026-01-15T22:59:33.966079,user2720@outlook.com,***,11,15.48,0,0,40,3,0,20,16,1,0,legitimate
session_002721,2026-01-20T22:59:33.966079,user2721@outlook.com,***,15,16.52,0,0,43,10,0,20,13,1,0,legitimate
session_002722,2026-01-20T22:59:33.966079,admin' UNION SELECT,admin,1,0.24,1,19,20,1,0,19,5,1,1,sql_injection
session_002723,2026-01-30T22:59:33.966079,user2723@yahoo.com,***,17,14.51,0,0,31,2,0,18,12,1,0,legitimate
session_002724,2026-02-05T22:59:33.966079,user2724@outlook.com,***,28,17.63,0,0,35,5,0,20,10,1,0,legitimate
session_002725,2026-01-15T22:59:33.966079,user2725@company.com,***,25,14.75,0,0,45,10,0,20,16,1,0,legitimate
session_002726,2026-02-07T22:59:33.966079,user2726@yahoo.com,***,41,6.89,0,0,34,4,0,18,10,1,0,legitimate
session_002727,2026-01-17T22:59:33.966079,user2727@company.com,***,17,16.1,0,0,35,6,0,20,10,1,0,legitimate
session_002728,2026-01-12T22:59:33.966079,user2728@gmail.com,***,39,2.27,0,0,38,7,0,18,11,1,0,legitimate
session_002729,2026-01-11T22:59:33.966079,user2729@gmail.com,***,27,19.29,0,0,35,2,0,18,16,1,0,legitimate
session_002730,2026-01-27T22:59:33.966079,user2730@gmail.com,***,9,3.66,0,0,28,7,0,18,9,1,0,legitimate
session_002731,2026-01-10T22:59:33.966079,../../../etc/passwd,test,2,0.48,0,0,19,1,1,19,4,1,1,path_traversal
session_002732,2026-01-17T22:59:33.966079,user2732@outlook.com,***,20,19.69,0,0,40,6,0,20,10,1,0,legitimate
session_002733,2026-01-26T22:59:33.966079,user2733@yahoo.com,***,43,3.17,0,0,31,10,0,18,13,1,0,legitimate
session_002734,2026-01-10T22:59:33.966079,<img src=x onerror=alert(1)>,test,1,0.74,0,0,28,1,1,28,4,1,1,xss
session_002735,2026-01-31T22:59:33.966079,user2735@company.com,***,23,10.24,0,0,41,2,0,20,15,1,0,legitimate
session_002736,2026-02-02T22:59:33.966079,' OR 1=1--,123,1,0.21,1,10,17,1,0,10,3,1,1,sql_injection
session_002737,2026-01-26T22:59:33.966079,user2737@yahoo.com,***,26,3.02,0,0,41,9,0,18,16,1,0,legitimate
session_002738,2026-01-29T22:59:33.966079,user2738@gmail.com,***,5,18.08,0,0,36,8,0,18,15,1,0,legitimate
session_002739,2026-01-30T22:59:33.966079,user2739@gmail.com,***,34,12.22,0,0,35,10,1,18,10,1,0,legitimate
session_002740,2026-01-30T22:59:33.966079,....//....//....//etc/passwd,test,0,0.49,0,0,28,1,1,28,4,1,1,path_traversal
session_002741,2026-01-18T22:59:33.966079,user2741@company.com,***,19,2.32,0,0,29,5,0,20,8,1,0,legitimate
session_002742,2026-01-15T22:59:33.966079,user2742@company.com,***,39,9.52,0,0,38,5,0,20,9,1,0,legitimate
session_002743,2026-01-10T22:59:33.966079,....//....//....//etc/passwd,test,0,0.8,0,0,28,0,1,28,4,1,1,path_traversal
session_002744,2026-02-02T22:59:33.966079,user2744@yahoo.com,***,23,18.0,0,0,33,8,1,18,9,1,0,legitimate
session_002745,2026-01-22T22:59:33.966079,user2745@gmail.com,***,43,6.09,0,0,37,8,0,18,16,1,0,legitimate
session_002746,2026-02-02T22:59:33.966079,user2746@company.com,***,28,8.91,0,0,39,8,0,20,13,1,0,legitimate
session_002747,2026-02-05T22:59:33.966079,bot2747@automated.com,botpass6867,0,0.36,1,21,0,0,1,21,11,1,1,bot
session_002748,2026-02-03T22:59:33.966079,bot2748@automated.com,botpass9175,0,0.38,1,21,0,0,1,21,11,1,1,bot
session_002749,2026-01-27T22:59:33.966079,user2749@yahoo.com,***,6,8.71,0,0,35,6,0,18,15,1,0,legitimate
session_002750,2026-01-31T22:59:33.966079,user2750@outlook.com,***,24,7.55,0,0,42,5,0,20,14,1,0,legitimate
session_002751,2026-01-29T22:59:33.966079,user2751@company.com,***,8,13.95,0,0,36,10,0,20,8,1,0,legitimate
session_002752,2026-01-23T22:59:33.966079,user2752@company.com,***,21,19.96,0,0,35,9,0,20,12,1,0,legitimate
session_002753,2026-01-22T22:59:33.966079,user2753@gmail.com,***,31,15.65,0,0,40,5,0,18,15,1,0,legitimate
session_002754,2026-01-20T22:59:33.966079,user2754@outlook.com,***,29,14.76,0,0,45,7,0,20,16,1,0,legitimate
session_002755,2026-01-10T22:59:33.966079,user2755@gmail.com,***,8,11.63,0,0,34,5,0,18,8,1,0,legitimate
session_002756,2026-01-17T22:59:33.966079,test,pass749,0,0.73,0,0,4,0,0,4,7,1,1,brute_force
session_002757,2026-01-26T22:59:33.966079,user2757@yahoo.com,***,48,6.18,0,0,31,9,0,18,12,1,0,legitimate
session_002758,2026-01-12T22:59:33.966079,user2758@company.com,***,23,4.64,0,0,32,10,0,20,11,1,0,legitimate
session_002759,2026-01-26T22:59:33.966079,user2759@yahoo.com,***,46,10.79,0,0,40,8,0,18,12,1,0,legitimate
session_002760,2026-01-27T22:59:33.966079,user2760@yahoo.com,***,50,9.34,0,0,36,2,0,18,16,1,0,legitimate
session_002761,2026-01-11T22:59:33.966079,user2761@outlook.com,***,25,11.26,0,0,38,2,0,20,11,1,0,legitimate
session_002762,2026-01-10T22:59:33.966079,user2762@company.com,***,13,2.93,0,0,39,3,1,20,9,1,0,legitimate
session_002763,2026-01-27T22:59:33.966079,<body onload=alert('XSS')>,pass,0,0.65,0,0,26,0,1,26,4,1,1,xss
session_002764,2026-01-15T22:59:33.966079,user2764@yahoo.com,***,16,13.17,0,0,30,2,0,18,8,1,0,legitimate
session_002765,2026-01-13T22:59:33.966079,user2765@outlook.com,***,46,15.3,0,0,37,10,0,20,10,1,0,legitimate
session_002766,2026-01-13T22:59:33.966079,user2766@outlook.com,***,42,11.56,0,0,34,8,0,20,8,1,0,legitimate
session_002767,2026-01-29T22:59:33.966079,user2767@yahoo.com,***,10,19.89,0,0,37,10,0,18,14,1,0,legitimate
session_002768,2026-01-30T22:59:33.966079,user2768@gmail.com,***,8,18.57,0,0,31,8,0,18,8,1,0,legitimate
session_002769,2026-01-20T22:59:33.966079,user2769@gmail.com,***,46,9.26,0,0,28,4,1,18,10,1,0,legitimate
session_002770,2026-01-24T22:59:33.966079,user2770@outlook.com,***,38,5.59,0,0,39,2,0,20,15,1,0,legitimate
session_002771,2026-01-24T22:59:33.966079,admin,pass22,0,0.73,0,0,9,2,0,5,6,1,1,brute_force
session_002772,2026-01-09T22:59:33.966079,user2772@outlook.com,***,27,16.22,0,0,40,3,0,20,13,1,0,legitimate
session_002773,2026-01-25T22:59:33.966079,test@test.com; rm -rf /,; ls -la,1,0.45,0,0,23,2,1,23,8,1,1,command_injection
session_002774,2026-02-07T22:59:33.966079,test@test.com; rm -rf /,| cat /etc/passwd,0,0.16,0,0,24,2,1,23,17,1,1,command_injection
session_002775,2026-02-08T22:59:33.966079,user2775@company.com,***,21,4.12,0,0,39,5,0,20,13,1,0,legitimate
session_002776,2026-02-08T22:59:33.966079,user2776@yahoo.com,***,26,5.47,0,0,32,6,0,18,8,1,0,legitimate
session_002777,2026-01-17T22:59:33.966079,user2777@outlook.com,***,11,14.88,0,0,42,8,0,20,16,1,0,legitimate
session_002778,2026-01-29T22:59:33.966079,user2778@yahoo.com,***,9,4.06,0,0,37,7,0,18,14,1,0,legitimate
session_002779,2026-01-23T22:59:33.966079,user2779@company.com,***,46,13.9,0,0,34,7,0,20,10,1,0,legitimate
session_002780,2026-01-10T22:59:33.966079,user2780@company.com,***,27,17.37,0,0,32,8,1,20,9,1,0,legitimate
session_002781,2026-02-06T22:59:33.966079,test@test.com| nc -e /bin/sh,&& whoami,2,0.16,0,0,25,0,1,28,9,1,1,command_injection
session_002782,2026-01-31T22:59:33.967071,user2782@company.com,***,48,2.3,0,0,37,3,0,20,13,1,0,legitimate
session_002783,2026-01-11T22:59:33.967071,1' AND '1'='1,,0,0.79,1,13,16,1,0,13,0,1,1,sql_injection
session_002784,2026-01-24T22:59:33.967071,user2784@gmail.com,***,9,18.15,0,0,32,6,0,18,13,1,0,legitimate
session_002785,2026-01-13T22:59:33.967071,user2785@yahoo.com,***,5,14.45,0,0,29,4,0,18,9,1,0,legitimate
session_002786,2026-02-07T22:59:33.967071,user2786@yahoo.com,***,15,4.15,0,0,38,6,0,18,15,1,0,legitimate
session_002787,2026-02-03T22:59:33.967071,user2787@company.com,***,19,10.58,0,0,35,2,0,20,12,1,0,legitimate
session_002788,2026-01-25T22:59:33.967071,user2788@outlook.com,***,36,2.5,0,0,41,8,0,20,14,1,0,legitimate
session_002789,2026-02-06T22:59:33.967071,' OR 1=1--,admin,0,1.36,1,10,19,1,1,10,5,1,1,sql_injection
session_002790,2026-01-19T22:59:33.967071,user2790@gmail.com,***,30,13.86,0,0,29,2,0,18,8,1,0,legitimate
session_002791,2026-01-25T22:59:33.967071,user2791@outlook.com,***,46,5.85,0,0,40,6,0,20,14,1,0,legitimate
session_002792,2026-01-16T22:59:33.967071,user2792@gmail.com,***,32,12.28,0,0,27,2,0,18,8,1,0,legitimate
session_002793,2026-01-20T22:59:33.967071,user2793@yahoo.com,***,7,15.43,0,0,27,4,0,18,8,1,0,legitimate
session_002794,2026-02-03T22:59:33.967071,user2794@company.com,***,29,18.78,0,0,38,3,0,20,16,1,0,legitimate
session_002795,2026-01-19T22:59:33.967071,user2795@yahoo.com,***,7,12.92,0,0,31,2,0,18,11,1,0,legitimate
session_002796,2026-01-31T22:59:33.967071,user2796@yahoo.com,***,28,8.22,0,0,41,6,0,18,16,1,0,legitimate
session_002797,2026-01-17T22:59:33.967071,user2797@company.com,***,50,15.59,0,0,41,8,0,20,14,1,0,legitimate
session_002798,2026-02-08T22:59:33.967071,<img src=x onerror=alert(1)>,,2,0.53,0,0,28,0,1,28,0,1,1,xss
session_002799,2026-01-15T22:59:33.967071,test@test.com; rm -rf /,| cat /etc/passwd,0,0.47,0,0,12,0,1,23,17,1,1,command_injection
session_002800,2026-01-21T22:59:33.967071,..\..\..\windows\system32,test,1,0.72,0,0,25,1,1,25,4,1,1,path_traversal
session_002801,2026-01-27T22:59:33.967071,....//....//....//etc/passwd,test,0,1.12,0,0,28,1,1,28,4,1,1,path_traversal
session_002802,2026-02-04T22:59:33.967071,user2802@yahoo.com,***,43,16.03,0,0,38,8,0,18,10,1,0,legitimate
session_002803,2026-01-28T22:59:33.967071,bot2803@automated.com,botpass7413,0,0.35,1,21,0,0,1,21,11,1,1,bot
session_002804,2026-01-19T22:59:33.967071,user2804@outlook.com,***,27,18.08,0,0,35,5,0,20,12,1,0,legitimate
session_002805,2026-01-20T22:59:33.967071,user2805@gmail.com,***,29,2.32,0,0,36,2,0,18,9,1,0,legitimate
session_002806,2026-02-01T22:59:33.967071,user2806@gmail.com,***,11,15.48,0,0,38,7,0,18,15,1,0,legitimate
session_002807,2026-02-05T22:59:33.967071,test@test.com; ls -la,&& whoami,1,0.54,0,0,17,0,1,21,9,1,1,command_injection
session_002808,2026-01-17T22:59:33.967071,user2808@yahoo.com,***,12,18.22,0,0,41,10,1,18,15,1,0,legitimate
session_002809,2026-01-30T22:59:33.967071,user2809@yahoo.com,***,13,3.4,0,0,36,8,0,18,10,1,0,legitimate
session_002810,2026-01-18T22:59:33.967071,user2810@outlook.com,***,34,15.75,0,0,42,5,0,20,14,1,0,legitimate
session_002811,2026-01-09T22:59:33.967071,bot2811@automated.com,botpass1315,0,0.3,1,21,0,0,1,21,11,1,1,bot
session_002812,2026-01-26T22:59:33.967071,user2812@company.com,***,49,18.58,0,0,36,2,0,20,16,1,0,legitimate
session_002813,2026-01-27T22:59:33.967071,user2813@outlook.com,***,13,6.61,0,0,38,5,0,20,14,1,0,legitimate
session_002814,2026-01-16T22:59:33.967071,<img src=x onerror=alert(1)>,,0,0.54,0,0,28,0,1,28,0,1,1,xss
session_002815,2026-02-06T22:59:33.967071,user2815@outlook.com,***,22,15.95,0,0,36,5,1,20,8,1,0,legitimate
session_002816,2026-01-18T22:59:33.967071,bot2816@automated.com,botpass6688,0,0.26,1,21,0,0,1,21,11,1,1,bot
session_002817,2026-01-22T22:59:33.967071,administrator,pass414,1,0.46,0,0,9,2,0,13,7,1,1,brute_force
session_002818,2026-01-16T22:59:33.967071,user2818@yahoo.com,***,44,2.33,0,0,33,2,1,18,10,1,0,legitimate
session_002819,2026-01-18T22:59:33.967071,user2819@company.com,***,18,12.76,0,0,40,8,0,20,15,1,0,legitimate
session_002820,2026-01-10T22:59:33.967071,admin'/*,admin,1,0.97,0,0,20,0,0,8,5,1,1,sql_injection
session_002821,2026-02-01T22:59:33.967071,user2821@outlook.com,***,7,12.54,0,0,40,10,1,20,16,1,0,legitimate
session_002822,2026-01-17T22:59:33.967071,user2822@yahoo.com,***,27,12.46,0,0,38,4,0,18,14,1,0,legitimate
session_002823,2026-02-04T22:59:33.967071,bot2823@automated.com,botpass2648,0,0.46,1,21,0,0,1,21,11,1,1,bot
session_002824,2026-01-10T22:59:33.967071,user2824@yahoo.com,***,37,14.37,0,0,33,7,0,18,15,1,0,legitimate
session_002825,2026-01-09T22:59:33.967071,"'""><script>alert(String.fromCharCode(88,83,83))</script>",test,0,0.95,0,0,56,1,1,56,4,1,1,xss
session_002826,2026-01-10T22:59:33.967071,admin' OR '1'='1,admin,0,0.12,1,16,7,0,1,16,5,1,1,sql_injection
session_002827,2026-01-26T22:59:33.967071,user2827@yahoo.com,***,7,19.26,0,0,28,4,0,18,8,1,0,legitimate
session_002828,2026-01-24T22:59:33.967071,user2828@yahoo.com,***,5,11.14,0,0,34,4,0,18,16,1,0,legitimate
session_002829,2026-01-19T22:59:33.967071,user2829@outlook.com,***,40,15.69,0,0,36,9,0,20,11,1,0,legitimate
session_002830,2026-01-17T22:59:33.967071,<svg onload=alert(1)>,test,0,0.37,0,0,21,1,1,21,4,1,1,xss
session_002831,2026-02-02T22:59:33.967071,test@test.com; ls -la,| nc -e /bin/sh,0,0.19,0,0,19,1,1,21,15,1,1,command_injection
session_002832,2026-02-08T22:59:33.967071,user2832@outlook.com,***,46,15.07,0,0,42,4,0,20,15,1,0,legitimate
session_002833,2026-01-13T22:59:33.967071,user2833@company.com,***,41,6.31,0,0,34,2,1,20,8,1,0,legitimate
session_002834,2026-02-06T22:59:33.967071,user2834@outlook.com,***,18,3.31,0,0,39,10,0,20,15,1,0,legitimate
session_002835,2026-02-06T22:59:33.967071,user2835@gmail.com,***,42,8.73,0,0,33,8,0,18,10,1,0,legitimate
session_002836,2026-01-21T22:59:33.967071,<iframe src=javascript:alert(1)>,pass,0,0.4,0,0,32,0,1,32,4,1,1,xss
session_002837,2026-01-25T22:59:33.967071,test@test.com; ls -la,`cat /etc/shadow`,1,0.6,0,0,19,0,1,21,17,1,1,command_injection
session_002838,2026-01-21T22:59:33.967071,user2838@gmail.com,***,5,18.97,0,0,34,5,1,18,14,1,0,legitimate
session_002839,2026-02-04T22:59:33.967071,admin,pass751,1,0.36,0,0,10,0,0,5,7,1,1,brute_force
session_002840,2026-01-23T22:59:33.967071,root,pass745,0,0.35,0,0,9,0,0,4,7,1,1,brute_force
